"T","U:0","U:1","U:2","Points:0","Points:1","Points:2"
1,3.53e-06,0,0,-0.0006,0.0008008,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0008064,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0008064,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0008008,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009016,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009016,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000896,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000896,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000756,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000756,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0008288,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0008288,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000868,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000868,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0008904,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0008904,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0008848,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0008848,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0007896,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0007952,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0007952,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0007896,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005432,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005488,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005488,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005432,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005544,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005544,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0007,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0007,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0006944,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0006944,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0007224,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0007224,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0007168,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0007168,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0007728,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0007728,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0007784,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0007784,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0008568,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0008568,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0008624,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0008624,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003136,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003136,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000308,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000308,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000532,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005376,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005376,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000532,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005992,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0006048,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0006048,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005992,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0006328,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0006328,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002688,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002688,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002632,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002632,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.00056,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005656,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005656,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.00056,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005712,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005712,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000588,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005936,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005936,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000588,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0006272,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0006272,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0007112,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0007112,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000784,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000784,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005824,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005824,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0006888,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0006888,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0007336,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0007336,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000728,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000728,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002352,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002352,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002296,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002296,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000252,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000252,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002464,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002464,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002576,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002576,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003304,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003304,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003248,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003248,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005768,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005768,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0006552,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0006552,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0006608,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0006608,-3.3106e-05
1,3.53e-06,0,0,-0.0006,3.36e-05,3.3106e-05
1,3.53e-06,0,0,-0.0006,3.36e-05,-3.3106e-05
1,3.53e-06,0,0,-0.0006,2.8e-05,-3.3106e-05
1,3.53e-06,0,0,-0.0006,2.8e-05,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003192,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003192,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003584,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003584,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003528,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003528,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003752,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003808,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003808,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003752,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003864,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003864,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0007056,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0007056,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0010024,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0010024,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009968,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009968,3.3106e-05
1,3.53e-06,0,0,-0.0006,2.24e-05,-3.3106e-05
1,3.53e-06,0,0,-0.0006,2.24e-05,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002016,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002016,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000196,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000196,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000224,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000224,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003472,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003472,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005152,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005208,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005208,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005152,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005264,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005264,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001008,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001008,-3.3106e-05
1,3.53e-06,0,0,-0.0006,9.52e-05,-3.3106e-05
1,3.53e-06,0,0,-0.0006,9.52e-05,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001624,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001624,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001568,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001568,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002408,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002408,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002968,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002968,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002912,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002912,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003024,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003024,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003416,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003416,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0006664,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0006664,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0006776,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0006776,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000672,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000672,3.3106e-05
1,3.53e-06,0,0,-0.0006,1.68e-05,-3.3106e-05
1,3.53e-06,0,0,-0.0006,1.68e-05,3.3106e-05
1,3.53e-06,0,0,-0.0006,6.72e-05,3.3106e-05
1,3.53e-06,0,0,-0.0006,6.72e-05,-3.3106e-05
1,3.53e-06,0,0,-0.0006,6.16e-05,-3.3106e-05
1,3.53e-06,0,0,-0.0006,6.16e-05,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000168,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000168,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001904,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001904,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002184,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002184,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002128,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002128,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003696,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003696,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000364,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000364,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0006832,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0006832,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009856,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009912,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009912,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009856,-3.3106e-05
1,3.53e-06,0,0,-0.0006,5.6e-05,-3.3106e-05
1,3.53e-06,0,0,-0.0006,5.6e-05,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001512,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001512,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001848,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001848,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001792,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001792,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002072,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002072,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002856,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002856,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.00028,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.00028,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004928,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004928,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004872,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004872,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005096,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0005096,3.3106e-05
1,3.53e-06,0,0,-0.0006,1.12e-05,-3.3106e-05
1,3.53e-06,0,0,-0.0006,1.12e-05,3.3106e-05
1,3.53e-06,0,0,-0.0006,5.04e-05,-3.3106e-05
1,3.53e-06,0,0,-0.0006,5.04e-05,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000112,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000112,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001064,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001064,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001344,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001344,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001288,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001288,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002744,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0002744,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000336,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000336,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004032,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004088,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004088,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004032,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004144,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004144,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.001008,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.001008,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0010136,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0010136,-3.3106e-05
1,3.53e-06,0,0,-0.0006,5.6e-06,-3.3106e-05
1,3.53e-06,0,0,-0.0006,5.6e-06,3.3106e-05
1,3.53e-06,0,0,-0.0006,8.96e-05,-3.3106e-05
1,3.53e-06,0,0,-0.0006,8.96e-05,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001176,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001176,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001232,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001232,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001456,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001456,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.00014,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.00014,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001736,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0001736,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000476,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000476,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004704,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004704,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000504,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000504,3.3106e-05
1,3.53e-06,0,0,-0.0006,0,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0,3.3106e-05
1,3.53e-06,0,0,-0.0006,4.48e-05,3.3106e-05
1,3.53e-06,0,0,-0.0006,4.48e-05,-3.3106e-05
1,3.53e-06,0,0,-0.0006,3.92e-05,-3.3106e-05
1,3.53e-06,0,0,-0.0006,3.92e-05,3.3106e-05
1,3.53e-06,0,0,-0.0006,8.4e-05,3.3106e-05
1,3.53e-06,0,0,-0.0006,8.4e-05,-3.3106e-05
1,3.53e-06,0,0,-0.0006,7.84e-05,-3.3106e-05
1,3.53e-06,0,0,-0.0006,7.84e-05,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.00042,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.00042,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004256,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004256,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004648,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004648,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004592,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004592,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004984,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004984,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.001316,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.001316,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0013104,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0013104,3.3106e-05
1,3.53e-06,0,0,-0.0006,7.28e-05,-3.3106e-05
1,3.53e-06,0,0,-0.0006,7.28e-05,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004424,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004424,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004368,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004368,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004816,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004816,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0011312,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0011312,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0011256,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0011256,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0013048,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0013048,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004536,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004536,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009744,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.00098,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.00098,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009744,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.00112,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.00112,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004312,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0004312,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000448,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000448,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0011144,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0011144,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000392,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000392,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003976,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0003976,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009296,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009296,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000924,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000924,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0010808,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0010808,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0010752,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0010752,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009464,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000952,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.000952,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009464,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009576,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009576,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0010976,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0010976,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.001092,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.001092,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0011088,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0011088,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0012824,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0012824,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0012768,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0012768,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0013664,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0013664,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0013608,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0013608,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009632,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009632,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009688,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009688,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0010864,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0010864,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0011032,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0011032,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0011536,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0011592,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0011592,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0011536,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0011648,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0011648,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0012656,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0012656,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.00126,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.00126,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0013328,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0013328,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0013272,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0013272,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009128,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009128,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009072,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0009072,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0010416,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0010416,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.001036,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.001036,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0010696,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0010696,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0011984,3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0011984,-3.3106e-05
1,3.53e-06,0,0,-0.0006,0.0011928,-3.3106e-05
