"N","min(T)","q1(T)","med(T)","q3(T)","max(T)","avg(T)","std(T)","min(U (0))","q1(U (0))","med(U (0))","q3(U (0))","max(U (0))","avg(U (0))","std(U (0))","min(U (1))","q1(U (1))","med(U (1))","q3(U (1))","max(U (1))","avg(U (1))","std(U (1))","min(U (2))","q1(U (2))","med(U (2))","q3(U (2))","max(U (2))","avg(U (2))","std(U (2))","min(U (Magnitude))","q1(U (Magnitude))","med(U (Magnitude))","q3(U (Magnitude))","max(U (Magnitude))","avg(U (Magnitude))","std(U (Magnitude))","min(vtkOriginalCellIds)","q1(vtkOriginalCellIds)","med(vtkOriginalCellIds)","q3(vtkOriginalCellIds)","max(vtkOriginalCellIds)","avg(vtkOriginalCellIds)","std(vtkOriginalCellIds)","vtkValidPointMask","Time"
1,0.98341,0.98341,0.98341,0.98341,0.98341,0.98341,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,780
1,0.99639,0.99639,0.99639,0.99639,0.99639,0.99639,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,840
1,0.99923,0.99923,0.99923,0.99923,0.99923,0.99923,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,900
1,0.99981,0.99981,0.99981,0.99981,0.99981,0.99981,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,960
1,0.99993,0.99993,0.99993,0.99993,0.99993,0.99993,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,1020
1,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,1080
1,0.99996,0.99996,0.99996,0.99996,0.99996,0.99996,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,1140
1,0.99996,0.99996,0.99996,0.99996,0.99996,0.99996,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,1200
1,0.99996,0.99996,0.99996,0.99996,0.99996,0.99996,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,1260
1,0.99996,0.99996,0.99996,0.99996,0.99996,0.99996,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,1320
1,0.99996,0.99996,0.99996,0.99996,0.99996,0.99996,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,1380
1,0.99996,0.99996,0.99996,0.99996,0.99996,0.99996,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,1440
1,0.99996,0.99996,0.99996,0.99996,0.99996,0.99996,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,1500
1,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,1560
1,0.99632,0.99632,0.99632,0.99632,0.99632,0.99632,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,1620
1,0.95739,0.95739,0.95739,0.95739,0.95739,0.95739,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,1680
1,0.79475,0.79475,0.79475,0.79475,0.79475,0.79475,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,1740
1,0.49447,0.49447,0.49447,0.49447,0.49447,0.49447,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,1800
1,0.21525,0.21525,0.21525,0.21525,0.21525,0.21525,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,1860
1,0.067325,0.067325,0.067325,0.067325,0.067325,0.067325,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,1920
1,0.016551,0.016551,0.016551,0.016551,0.016551,0.016551,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,1980
1,0.0035693,0.0035693,0.0035693,0.0035693,0.0035693,0.0035693,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,2040
1,0.00073391,0.00073391,0.00073391,0.00073391,0.00073391,0.00073391,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,2100
1,0.00014908,0.00014908,0.00014908,0.00014908,0.00014908,0.00014908,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,2160
1,3.0091e-05,3.0091e-05,3.0091e-05,3.0091e-05,3.0091e-05,3.0091e-05,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,2220
1,6.0282e-06,6.0282e-06,6.0282e-06,6.0282e-06,6.0282e-06,6.0282e-06,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,2280
1,1.1984e-06,1.1984e-06,1.1984e-06,1.1984e-06,1.1984e-06,1.1984e-06,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,2340
1,2.366e-07,2.366e-07,2.366e-07,2.366e-07,2.366e-07,2.366e-07,0,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,3.3167e-06,0,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,1.8554e-08,0,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,-4.1322e-30,0,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,3.3168e-06,0,169,169,169,169,169,169,0,1,2400
