# Residuals   
# Time        	p             	Ux            	Uy            
0.1086        	8.630019e-07	5.988412e-06	1.298330e-05
0.1088        	9.666020e-07	5.976981e-06	1.295695e-05
0.109         	1.085871e-06	5.965926e-06	1.293122e-05
0.1092        	8.629812e-07	5.953254e-06	1.290764e-05
0.1094        	9.594135e-07	5.942031e-06	1.288163e-05
0.1096        	1.068976e-06	5.931167e-06	1.285622e-05
0.1098        	8.522143e-07	5.914718e-06	1.284274e-05
0.11          	9.499581e-07	5.903575e-06	1.281698e-05
0.1102        	1.060780e-06	5.892816e-06	1.279182e-05
0.1104        	8.464290e-07	5.874778e-06	1.277942e-05
0.1106        	9.410386e-07	5.863859e-06	1.275406e-05
0.1108        	1.046492e-06	5.853308e-06	1.272927e-05
0.111         	8.289548e-07	5.840335e-06	1.270674e-05
0.1112        	9.195646e-07	5.829776e-06	1.268192e-05
0.1114        	1.023645e-06	5.819555e-06	1.265762e-05
0.1116        	8.183094e-07	5.808781e-06	1.263179e-05
0.1118        	9.132132e-07	5.798398e-06	1.260721e-05
0.112         	1.018547e-06	5.788351e-06	1.258320e-05
0.1122        	8.159662e-07	5.775021e-06	1.256382e-05
0.1124        	9.074331e-07	5.764662e-06	1.253935e-05
0.1126        	1.007865e-06	5.754665e-06	1.251549e-05
0.1128        	8.069291e-07	5.735722e-06	1.251003e-05
0.113         	8.972622e-07	5.725470e-06	1.248588e-05
0.1132        	9.976347e-07	5.715588e-06	1.246230e-05
0.1134        	1.106366e-06	5.705989e-06	1.243910e-05
0.1136        	8.605135e-07	5.695666e-06	1.241663e-05
0.1138        	9.440811e-07	5.685929e-06	1.239325e-05
0.114         	1.041940e-06	5.676509e-06	1.237038e-05
0.1142        	8.252005e-07	5.665845e-06	1.234630e-05
0.1144        	9.159991e-07	5.656071e-06	1.232287e-05
0.1146        	1.017441e-06	5.646646e-06	1.230006e-05
0.1148        	8.104745e-07	5.629010e-06	1.228771e-05
0.115         	8.990274e-07	5.619320e-06	1.226451e-05
0.1152        	9.978968e-07	5.609988e-06	1.224189e-05
0.1154        	1.104843e-06	5.600920e-06	1.221966e-05
0.1156        	8.497765e-07	5.586406e-06	1.220834e-05
0.1158        	9.257445e-07	5.577100e-06	1.218579e-05
0.116         	1.018759e-06	5.568126e-06	1.216373e-05
0.1162        	8.016554e-07	5.555666e-06	1.214811e-05
0.1164        	8.852701e-07	5.546463e-06	1.212570e-05
0.1166        	9.791572e-07	5.537574e-06	1.210383e-05
0.1168        	1.081291e-06	5.528927e-06	1.208230e-05
0.117         	8.451713e-07	5.519106e-06	1.205986e-05
0.1172        	9.257185e-07	5.510094e-06	1.203778e-05
0.1174        	1.016450e-06	5.501408e-06	1.201626e-05
0.1176        	8.054610e-07	5.485909e-06	1.200510e-05
0.1178        	8.872430e-07	5.476919e-06	1.198308e-05
0.118         	9.777233e-07	5.468262e-06	1.196163e-05
0.1182        	1.074921e-06	5.459850e-06	1.194054e-05
0.1184        	8.300989e-07	5.444682e-06	1.193257e-05
0.1186        	9.020051e-07	5.436085e-06	1.191127e-05
0.1188        	9.867694e-07	5.427784e-06	1.189041e-05
0.119         	1.082454e-06	5.419704e-06	1.186983e-05
0.1192        	8.366860e-07	5.410005e-06	1.185004e-05
0.1194        	9.169705e-07	5.401465e-06	1.182879e-05
0.1196        	1.009593e-06	5.393246e-06	1.180811e-05
0.1198        	7.927636e-07	5.380686e-06	1.179197e-05
0.12          	8.700151e-07	5.372190e-06	1.177086e-05
0.1202        	9.554930e-07	5.364012e-06	1.175031e-05
0.1204        	1.047211e-06	5.356072e-06	1.173011e-05
0.1206        	8.103718e-07	5.340163e-06	1.172195e-05
0.1208        	8.824461e-07	5.332013e-06	1.170147e-05
0.121         	9.672133e-07	5.324149e-06	1.168143e-05
0.1212        	1.061391e-06	5.316495e-06	1.166166e-05
0.1214        	8.168654e-07	5.307503e-06	1.164328e-05
0.1216        	8.902849e-07	5.299502e-06	1.162301e-05
0.1218        	9.746408e-07	5.291785e-06	1.160324e-05
0.122         	1.066370e-06	5.284280e-06	1.158377e-05
0.1222        	8.273116e-07	5.271429e-06	1.157136e-05
0.1224        	9.068211e-07	5.263304e-06	1.155095e-05
0.1226        	9.962893e-07	5.255525e-06	1.153117e-05
0.1228        	1.091003e-06	5.247982e-06	1.151176e-05
0.123         	8.279590e-07	5.230530e-06	1.151075e-05
0.1232        	9.024043e-07	5.222741e-06	1.149098e-05
0.1234        	9.901022e-07	5.215251e-06	1.147166e-05
0.1236        	1.087072e-06	5.207975e-06	1.145262e-05
0.1238        	8.137379e-07	5.198481e-06	1.143680e-05
0.124         	8.858682e-07	5.190966e-06	1.141743e-05
0.1242        	9.809384e-07	5.183716e-06	1.139849e-05
0.1244        	1.083727e-06	5.176658e-06	1.137982e-05
0.1246        	8.113585e-07	5.170546e-06	1.135673e-05
0.1248        	8.894586e-07	5.163078e-06	1.133749e-05
0.125         	9.865437e-07	5.155896e-06	1.131876e-05
0.1252        	1.089072e-06	5.148913e-06	1.130034e-05
0.1254        	8.194585e-07	5.130174e-06	1.129537e-05
0.1256        	9.220748e-07	5.122574e-06	1.127595e-05
0.1258        	1.034332e-06	5.115310e-06	1.125712e-05
0.126         	7.663542e-07	5.103505e-06	1.124740e-05
0.1262        	8.177421e-07	5.096350e-06	1.122878e-05
0.1264        	9.071638e-07	5.089442e-06	1.121052e-05
0.1266        	1.008323e-06	5.082713e-06	1.119247e-05
0.1268        	7.539845e-07	5.069470e-06	1.118743e-05
0.127         	8.200953e-07	5.062426e-06	1.116902e-05
0.1272        	9.135478e-07	5.055635e-06	1.115100e-05
0.1274        	1.015460e-06	5.049023e-06	1.113322e-05
0.1276        	7.606686e-07	5.042560e-06	1.111214e-05
0.1278        	8.381700e-07	5.035620e-06	1.109385e-05
0.128         	9.334582e-07	5.028935e-06	1.107603e-05
0.1282        	1.034173e-06	5.022439e-06	1.105849e-05
0.1284        	7.685622e-07	5.011765e-06	1.104414e-05
0.1286        	8.537886e-07	5.004739e-06	1.102573e-05
0.1288        	9.530113e-07	4.998011e-06	1.100787e-05
0.129         	1.057026e-06	4.991486e-06	1.099032e-05
0.1292        	7.635780e-07	4.980541e-06	1.098229e-05
0.1294        	8.375261e-07	4.973873e-06	1.096463e-05
0.1296        	9.408816e-07	4.967447e-06	1.094732e-05
0.1298        	1.050946e-06	4.961190e-06	1.093022e-05
0.13          	7.542327e-07	4.945871e-06	1.093035e-05
0.1302        	8.499103e-07	4.939159e-06	1.091266e-05
0.1304        	9.700544e-07	4.932719e-06	1.089542e-05
0.1306        	1.093249e-06	4.926464e-06	1.087843e-05
0.1308        	7.695361e-07	4.918147e-06	1.086218e-05
0.131         	8.366816e-07	4.911704e-06	1.084489e-05
0.1312        	9.558868e-07	4.905491e-06	1.082799e-05
0.1314        	1.080700e-06	4.899446e-06	1.081131e-05
0.1316        	7.591060e-07	4.887589e-06	1.079929e-05
0.1318        	8.474238e-07	4.881023e-06	1.078181e-05
0.132         	9.757337e-07	4.874736e-06	1.076482e-05
0.1322        	1.104988e-06	4.868639e-06	1.074813e-05
0.1324        	7.651151e-07	4.859471e-06	1.073567e-05
0.1326        	8.187515e-07	4.853178e-06	1.071872e-05
0.1328        	9.397097e-07	4.847119e-06	1.070215e-05
0.133         	1.065301e-06	4.841225e-06	1.068580e-05
0.1332        	7.441780e-07	4.826031e-06	1.068529e-05
0.1334        	8.236726e-07	4.819711e-06	1.066835e-05
0.1336        	9.517105e-07	4.813648e-06	1.065183e-05
0.1338        	1.079716e-06	4.807765e-06	1.063556e-05
0.134         	7.504515e-07	4.798653e-06	1.062408e-05
0.1342        	7.987908e-07	4.792583e-06	1.060751e-05
0.1344        	9.164839e-07	4.786728e-06	1.059131e-05
0.1346        	1.038424e-06	4.781035e-06	1.057532e-05
0.1348        	7.327937e-07	4.768793e-06	1.056827e-05
0.135         	8.013822e-07	4.762663e-06	1.055160e-05
0.1352        	9.191666e-07	4.756781e-06	1.053538e-05
0.1354        	1.037390e-06	4.751073e-06	1.051943e-05
0.1356        	7.296367e-07	4.742701e-06	1.050679e-05
0.1358        	7.769120e-07	4.736783e-06	1.049054e-05
0.136         	8.829281e-07	4.731082e-06	1.047465e-05
0.1362        	9.927767e-07	4.725539e-06	1.045898e-05
0.1364        	1.103529e-06	4.720119e-06	1.044346e-05
0.1366        	7.565884e-07	4.710124e-06	1.043457e-05
0.1368        	8.552554e-07	4.704154e-06	1.041836e-05
0.137         	9.910981e-07	4.698456e-06	1.040260e-05
0.1372        	1.124016e-06	4.692933e-06	1.038710e-05
0.1374        	7.608838e-07	4.683967e-06	1.037613e-05
0.1376        	8.082096e-07	4.678199e-06	1.036024e-05
0.1378        	9.367613e-07	4.672673e-06	1.034473e-05
0.138         	1.066676e-06	4.667302e-06	1.032943e-05
0.1382        	7.377798e-07	4.653712e-06	1.032756e-05
0.1384        	7.939637e-07	4.647949e-06	1.031168e-05
0.1386        	9.188918e-07	4.642422e-06	1.029622e-05
0.1388        	1.042747e-06	4.637059e-06	1.028099e-05
0.139         	7.255345e-07	4.627514e-06	1.027292e-05
0.1392        	7.612546e-07	4.621915e-06	1.025736e-05
0.1394        	8.648420e-07	4.616522e-06	1.024215e-05
0.1396        	9.729102e-07	4.611280e-06	1.022715e-05
0.1398        	1.080965e-06	4.606158e-06	1.021229e-05
0.14          	7.370146e-07	4.594591e-06	1.020720e-05
0.1402        	8.350221e-07	4.588928e-06	1.019160e-05
0.1404        	9.710636e-07	4.583526e-06	1.017646e-05
0.1406        	1.102612e-06	4.578291e-06	1.016157e-05
0.1408        	7.450620e-07	4.570378e-06	1.014927e-05
0.141         	7.783337e-07	4.564867e-06	1.013405e-05
0.1412        	8.972006e-07	4.559648e-06	1.011917e-05
0.1414        	1.019081e-06	4.554575e-06	1.010450e-05
0.1416        	7.094968e-07	4.542159e-06	1.009974e-05
0.1418        	7.548351e-07	4.536726e-06	1.008449e-05
0.142         	8.652840e-07	4.531512e-06	1.006965e-05
0.1422        	9.768226e-07	4.526452e-06	1.005504e-05
0.1424        	1.086980e-06	4.521514e-06	1.004057e-05
0.1426        	7.292450e-07	4.514379e-06	1.002957e-05
0.1428        	7.966197e-07	4.508909e-06	1.001464e-05
0.143         	9.208049e-07	4.503804e-06	1.000008e-05
0.1432        	1.043433e-06	4.498847e-06	9.985736e-06
