2.55418e-06 	7.77232e-06 	-2.42819e-07 	-4.30278e-24
7.63889e-06 	7.61591e-06 	-7.15343e-07 	1.51671e-24
1.2651e-05 	7.31872e-06 	-1.14357e-06 	1.89602e-25
1.75147e-05 	6.9093e-06 	-1.50366e-06 	-1.1765e-23
2.21013e-05 	6.43171e-06 	-1.77414e-06 	1.08339e-23
2.64157e-05 	5.92996e-06 	-1.96854e-06 	3.50616e-24
3.06315e-05 	5.39991e-06 	-2.10452e-06 	-2.60762e-24
3.48478e-05 	4.84753e-06 	-2.18014e-06 	1.10197e-24
3.91005e-05 	4.28903e-06 	-2.19293e-06 	1.48147e-24
4.33906e-05 	3.74074e-06 	-2.14954e-06 	-1.41979e-24
4.76916e-05 	3.21892e-06 	-2.05865e-06 	1.3048e-25
5.19955e-05 	2.73554e-06 	-1.92974e-06 	-2.04571e-25
5.62788e-05 	2.29959e-06 	-1.77288e-06 	1.6852e-24
6.0521e-05 	1.9163e-06 	-1.59812e-06 	5.35905e-24
6.47127e-05 	1.58649e-06 	-1.41411e-06 	-4.57824e-24
6.8847e-05 	1.30833e-06 	-1.22764e-06 	-5.69285e-24
7.29144e-05 	1.07908e-06 	-1.04453e-06 	-1.10566e-23
7.68944e-05 	8.94254e-07 	-8.68718e-07 	1.17696e-23
8.07192e-05 	7.52138e-07 	-7.0556e-07 	2.55214e-24
8.43946e-05 	6.47959e-07 	-5.52028e-07 	2.428e-24
8.80572e-05 	5.6657e-07 	-4.03654e-07 	2.50949e-24
9.17183e-05 	5.0787e-07 	-2.63067e-07 	-8.42009e-24
9.5325e-05 	4.71971e-07 	-1.26012e-07 	-1.41318e-25
9.88876e-05 	4.57415e-07 	7.72363e-09 	-1.11731e-24
0.000102432 	4.62513e-07 	1.40163e-07 	-1.78065e-24
0.000105982 	4.8734e-07 	2.73689e-07 	-5.54818e-25
0.000109549 	5.3291e-07 	4.103e-07 	6.95587e-24
0.000112559 	5.87766e-07 	5.28238e-07 	3.5286e-24
0.000114369 	6.27169e-07 	6.00423e-07 	1.93189e-24
0.000116788 	6.90849e-07 	6.99188e-07 	-3.45892e-24
0.000120464 	8.07223e-07 	8.53583e-07 	4.78158e-24
0.000124177 	9.53928e-07 	1.01539e-06 	7.91902e-24
0.000127925 	1.13456e-06 	1.18369e-06 	5.86654e-25
0.000131694 	1.35255e-06 	1.35611e-06 	6.00062e-24
0.000135463 	1.60874e-06 	1.52877e-06 	-6.25944e-24
0.000139191 	1.90444e-06 	1.69572e-06 	-4.42335e-30
0.000142851 	2.23223e-06 	1.84992e-06 	5.56909e-24
0.000146428 	2.58754e-06 	1.98696e-06 	1.05015e-23
0.000149882 	2.9629e-06 	2.10262e-06 	-4.92964e-24
0.000153204 	3.35317e-06 	2.19591e-06 	2.6581e-24
0.000156571 	3.76383e-06 	2.2558e-06 	-5.71861e-24
0.000160404 	4.26233e-06 	2.29961e-06 	1.15604e-23
0.000164499 	4.78296e-06 	2.28172e-06 	1.47037e-23
0.000168288 	5.27246e-06 	2.22353e-06 	1.56888e-23
0.000170678 	5.57622e-06 	2.16544e-06 	2.42835e-24
0.000172385 	5.78841e-06 	2.11062e-06 	5.00516e-25
0.00017513 	6.11768e-06 	2.00393e-06 	-1.15984e-24
0.000178326 	6.47611e-06 	1.84457e-06 	7.38984e-24
0.000181529 	6.81298e-06 	1.64772e-06 	-2.6148e-23
0.000185065 	7.13812e-06 	1.41319e-06 	3.58829e-23
0.000188877 	7.41156e-06 	1.1102e-06 	-2.21e-23
0.000192719 	7.61074e-06 	7.77587e-07 	-2.99669e-24
0.000196566 	7.73014e-06 	4.24778e-07 	1.16448e-24
0.000200409 	7.76508e-06 	6.30519e-08 	5.59843e-24
0.000204216 	7.71354e-06 	-2.97237e-07 	-2.77588e-26
0.000207745 	7.5815e-06 	-6.06408e-07 	-1.70922e-23
0.000210937 	7.40093e-06 	-8.86532e-07 	7.39635e-25
0.0002141 	7.18202e-06 	-1.14123e-06 	1.33085e-24
0.000217366 	6.903e-06 	-1.37764e-06 	1.21557e-24
0.0002207 	6.57174e-06 	-1.59001e-06 	2.1352e-24
0.000224137 	6.19496e-06 	-1.7693e-06 	-3.58268e-24
0.000227763 	5.75744e-06 	-1.91699e-06 	4.58566e-26
0.000231566 	5.27437e-06 	-2.02636e-06 	-1.11001e-23
0.00023545 	4.76645e-06 	-2.08608e-06 	1.53407e-23
0.00023933 	4.25486e-06 	-2.09378e-06 	-7.058e-24
0.000243147 	3.76636e-06 	-2.05587e-06 	-3.32656e-24
0.000246883 	3.30857e-06 	-1.98403e-06 	6.46897e-25
0.000250549 	2.88489e-06 	-1.88455e-06 	1.74713e-24
0.000254153 	2.49869e-06 	-1.76326e-06 	7.23592e-25
0.0002577 	2.15174e-06 	-1.62657e-06 	-1.87895e-24
0.000261192 	1.84428e-06 	-1.4804e-06 	-6.70523e-24
0.00026461 	1.57605e-06 	-1.33041e-06 	8.94956e-24
0.000267898 	1.34689e-06 	-1.18465e-06 	-2.24775e-23
0.000271048 	1.16168e-06 	-1.0427e-06 	1.06338e-23
0.000274132 	1.00295e-06 	-9.0283e-07 	5.96243e-25
0.000277176 	8.70206e-07 	-7.67338e-07 	2.91169e-24
0.000279264 	7.46889e-07 	-6.34911e-07 	3.72565e-24
0.000280712 	7.61091e-07 	-6.02857e-07 	8.68303e-24
0.000282675 	6.79955e-07 	-5.7633e-07 	3.87619e-24
0.000284832 	6.26744e-07 	-4.54185e-07 	-3.3207e-24
0.000287142 	6.20531e-07 	-3.91327e-07 	-1.6882e-24
0.000288648 	5.38863e-07 	-3.72082e-07 	-3.31499e-24
0.000290456 	5.21656e-07 	-2.30828e-07 	-2.57638e-24
0.000293615 	4.80838e-07 	-1.07379e-07 	7.36383e-25
0.000296849 	4.58907e-07 	1.3843e-08 	-4.71104e-24
0.000300113 	4.53826e-07 	1.35166e-07 	-1.46736e-24
0.000303403 	4.65546e-07 	2.57538e-07 	-2.23329e-24
0.000306726 	4.94637e-07 	3.82289e-07 	1.03053e-25
0.000310089 	5.42297e-07 	5.10961e-07 	3.14265e-24
0.000313502 	6.1041e-07 	6.44974e-07 	3.08686e-24
0.000316972 	7.01646e-07 	7.85611e-07 	2.91028e-24
0.000319544 	7.84054e-07 	8.93735e-07 	2.51565e-24
0.000321324 	8.49831e-07 	9.7144e-07 	6.3652e-24
0.00032409 	9.60979e-07 	1.08977e-06 	2.05448e-23
0.000327326 	1.19454e-06 	1.26943e-06 	6.55181e-24
0.000330029 	1.23055e-06 	1.3131e-06 	-1.41913e-24
0.000332785 	1.44226e-06 	1.4806e-06 	-8.32104e-26
0.000335815 	1.6549e-06 	1.61607e-06 	-1.48347e-24
0.000338951 	1.90335e-06 	1.75362e-06 	-2.77452e-24
0.000342139 	2.18401e-06 	1.88726e-06 	-1.94358e-25
0.000345357 	2.49501e-06 	2.01248e-06 	-6.61062e-24
0.000348589 	2.83297e-06 	2.124e-06 	8.29399e-24
0.000351805 	3.19402e-06 	2.21708e-06 	-6.1901e-24
0.000354805 	3.56107e-06 	2.28004e-06 	-1.38665e-23
0.000357546 	3.89915e-06 	2.32889e-06 	5.34523e-24
0.000360289 	4.24853e-06 	2.3489e-06 	2.94896e-24
0.000363149 	4.61716e-06 	2.34759e-06 	-2.28507e-24
