"T","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,3.5154e-06,4.8224e-09,-6.0304e-25,1,6.6e-05,-0.000534,0.0007,0
1,3.5141e-06,4.9942e-09,-2.4964e-24,1,6.9e-05,-0.000531,0.0007,0
1,3.5128e-06,5.1591e-09,-4.2315e-24,1,7.2e-05,-0.000528,0.0007,0
1,3.5114e-06,5.3171e-09,-5.9848e-24,1,7.5e-05,-0.000525,0.0007,0
1,3.51e-06,5.4696e-09,-2.4508e-24,1,7.8e-05,-0.000522,0.0007,0
1,3.5085e-06,5.6191e-09,1.0345e-24,1,8.1e-05,-0.000519,0.0007,0
1,3.507e-06,5.7674e-09,-2.3887e-24,1,8.4e-05,-0.000516,0.0007,0
1,3.5055e-06,5.9117e-09,-3.5707e-24,1,8.7e-05,-0.000513,0.0007,0
1,3.5039e-06,6.0519e-09,-1.792e-24,1,9e-05,-0.00051,0.0007,0
1,3.5023e-06,6.1854e-09,-3.082e-25,1,9.3e-05,-0.000507,0.0007,0
1,3.5006e-06,6.3165e-09,1.0594e-24,1,9.6e-05,-0.000504,0.0007,0
1,3.4989e-06,6.4413e-09,3.6517e-25,1,9.9e-05,-0.000501,0.0007,0
1,3.4972e-06,6.5647e-09,-2.9069e-25,1,0.000102,-0.000498,0.0007,0
1,3.4954e-06,6.6823e-09,-4.908e-25,1,0.000105,-0.000495,0.0007,0
1,3.4936e-06,6.7977e-09,-2.2074e-25,1,0.000108,-0.000492,0.0007,0
1,3.4918e-06,6.9099e-09,6.7281e-25,1,0.000111,-0.000489,0.0007,0
1,3.4899e-06,7.0178e-09,1.2149e-24,1,0.000114,-0.000486,0.0007,0
1,3.4881e-06,7.1234e-09,1.5709e-24,1,0.000117,-0.000483,0.0007,0
1,3.4862e-06,7.225e-09,6.6244e-25,1,0.00012,-0.00048,0.0007,0
1,3.4842e-06,7.3255e-09,2.3983e-25,1,0.000123,-0.000477,0.0007,0
1,3.4823e-06,7.4228e-09,3.592e-24,1,0.000126,-0.000474,0.0007,0
1,3.4803e-06,7.5169e-09,5.2106e-24,1,0.000129,-0.000471,0.0007,0
1,3.4783e-06,7.6071e-09,4.8567e-24,1,0.000132,-0.000468,0.0007,0
1,3.4763e-06,7.6909e-09,1.2918e-24,1,0.000135,-0.000465,0.0007,0
1,3.4743e-06,7.7719e-09,-1.0222e-24,1,0.000138,-0.000462,0.0007,0
1,3.4722e-06,7.8491e-09,-1.3333e-25,1,0.000141,-0.000459,0.0007,0
1,3.4702e-06,7.9213e-09,4.6122e-26,1,0.000144,-0.000456,0.0007,0
1,3.4681e-06,7.9908e-09,3.1374e-26,1,0.000147,-0.000453,0.0007,0
1,3.466e-06,8.0551e-09,-1.6841e-26,1,0.00015,-0.00045,0.0007,0
1,3.4639e-06,8.1158e-09,4.4014e-25,1,0.000153,-0.000447,0.0007,0
1,3.4618e-06,8.1742e-09,1.209e-24,1,0.000156,-0.000444,0.0007,0
1,3.4597e-06,8.2266e-09,9.9868e-25,1,0.000159,-0.000441,0.0007,0
1,3.4576e-06,8.2768e-09,6.7263e-25,1,0.000162,-0.000438,0.0007,0
1,3.4555e-06,8.3232e-09,1.523e-25,1,0.000165,-0.000435,0.0007,0
1,3.4533e-06,8.3654e-09,-2.286e-25,1,0.000168,-0.000432,0.0007,0
1,3.4512e-06,8.4054e-09,-5.2006e-25,1,0.000171,-0.000429,0.0007,0
1,3.4491e-06,8.44e-09,-4.6294e-25,1,0.000174,-0.000426,0.0007,0
1,3.447e-06,8.4719e-09,-2.698e-25,1,0.000177,-0.000423,0.0007,0
1,3.4448e-06,8.5006e-09,7.976e-26,1,0.00018,-0.00042,0.0007,0
1,3.4427e-06,8.5243e-09,1.1005e-26,1,0.000183,-0.000417,0.0007,0
1,3.4406e-06,8.5457e-09,-9.4947e-26,1,0.000186,-0.000414,0.0007,0
1,3.4385e-06,8.5626e-09,-5.9974e-26,1,0.000189,-0.000411,0.0007,0
1,3.4364e-06,8.576e-09,1.2333e-25,1,0.000192,-0.000408,0.0007,0
1,3.4343e-06,8.5871e-09,3.8856e-25,1,0.000195,-0.000405,0.0007,0
1,3.4322e-06,8.5923e-09,1.482e-25,1,0.000198,-0.000402,0.0007,0
1,3.4302e-06,8.5949e-09,-4.1459e-26,1,0.000201,-0.000399,0.0007,0
1,3.4281e-06,8.5941e-09,-1.6437e-25,1,0.000204,-0.000396,0.0007,0
1,3.4261e-06,8.5883e-09,-1.0909e-25,1,0.000207,-0.000393,0.0007,0
1,3.4241e-06,8.5799e-09,-5.7691e-26,1,0.00021,-0.00039,0.0007,0
1,3.4221e-06,8.5672e-09,-1.0269e-25,1,0.000213,-0.000387,0.0007,0
1,3.4201e-06,8.5504e-09,-5.2213e-26,1,0.000216,-0.000384,0.0007,0
1,3.4182e-06,8.5309e-09,5.815e-26,1,0.000219,-0.000381,0.0007,0
1,3.4162e-06,8.5064e-09,2.7457e-25,1,0.000222,-0.000378,0.0007,0
1,3.4143e-06,8.4781e-09,4.9586e-26,1,0.000225,-0.000375,0.0007,0
1,3.4124e-06,8.447e-09,-4.2893e-25,1,0.000228,-0.000372,0.0007,0
1,3.4106e-06,8.4102e-09,-6.2684e-25,1,0.000231,-0.000369,0.0007,0
1,3.4087e-06,8.3699e-09,-5.8245e-25,1,0.000234,-0.000366,0.0007,0
1,3.4069e-06,8.3265e-09,-3.4184e-25,1,0.000237,-0.000363,0.0007,0
1,3.4052e-06,8.277e-09,5.7747e-27,1,0.00024,-0.00036,0.0007,0
1,3.4034e-06,8.2239e-09,2.7121e-25,1,0.000243,-0.000357,0.0007,0
1,3.4017e-06,8.1675e-09,4.3765e-25,1,0.000246,-0.000354,0.0007,0
1,3.4e-06,8.1047e-09,2.0831e-25,1,0.000249,-0.000351,0.0007,0
1,3.3984e-06,8.0378e-09,1.0225e-25,1,0.000252,-0.000348,0.0007,0
1,3.3968e-06,7.9672e-09,7.4127e-26,1,0.000255,-0.000345,0.0007,0
1,3.3952e-06,7.8899e-09,-2.3113e-26,1,0.000258,-0.000342,0.0007,0
1,3.3936e-06,7.8078e-09,3.0887e-26,1,0.000261,-0.000339,0.0007,0
1,3.3921e-06,7.7218e-09,9.464e-26,1,0.000264,-0.000336,0.0007,0
1,3.3906e-06,7.6291e-09,-3.17e-25,1,0.000267,-0.000333,0.0007,0
1,3.3892e-06,7.5311e-09,-1.0845e-25,1,0.00027,-0.00033,0.0007,0
1,3.3878e-06,7.4289e-09,3.0109e-25,1,0.000273,-0.000327,0.0007,0
1,3.3864e-06,7.3201e-09,3.1236e-25,1,0.000276,-0.000324,0.0007,0
1,3.3851e-06,7.205e-09,6.5003e-27,1,0.000279,-0.000321,0.0007,0
1,3.3838e-06,7.0853e-09,-1.5054e-25,1,0.000282,-0.000318,0.0007,0
1,3.3826e-06,6.9592e-09,4.165e-25,1,0.000285,-0.000315,0.0007,0
1,3.3814e-06,6.8261e-09,1.734e-25,1,0.000288,-0.000312,0.0007,0
1,3.3802e-06,6.6882e-09,-1.6197e-25,1,0.000291,-0.000309,0.0007,0
1,3.3791e-06,6.545e-09,-3.4921e-25,1,0.000294,-0.000306,0.0007,0
1,3.378e-06,6.3932e-09,-1.4936e-25,1,0.000297,-0.000303,0.0007,0
1,3.3769e-06,6.2363e-09,1.0553e-25,1,0.0003,-0.0003,0.0007,0
1,3.3759e-06,6.0743e-09,3.3419e-25,1,0.000303,-0.000297,0.0007,0
1,3.375e-06,5.9042e-09,9.7539e-26,1,0.000306,-0.000294,0.0007,0
1,3.374e-06,5.7283e-09,1.287e-26,1,0.000309,-0.000291,0.0007,0
1,3.3731e-06,5.5472e-09,3.0847e-26,1,0.000312,-0.000288,0.0007,0
1,3.3722e-06,5.3599e-09,1.3742e-25,1,0.000315,-0.000285,0.0007,0
1,3.3714e-06,5.1642e-09,-1.038e-24,1,0.000318,-0.000282,0.0007,0
1,3.3706e-06,4.9635e-09,-1.6416e-24,1,0.000321,-0.000279,0.0007,0
1,3.3699e-06,4.7575e-09,-1.3572e-24,1,0.000324,-0.000276,0.0007,0
1,3.3692e-06,4.5435e-09,2.7738e-25,1,0.000327,-0.000273,0.0007,0
1,3.3685e-06,4.3235e-09,1.5485e-24,1,0.00033,-0.00027,0.0007,0
1,3.3678e-06,4.0983e-09,1.8008e-24,1,0.000333,-0.000267,0.0007,0
1,3.3672e-06,3.8676e-09,1.3715e-25,1,0.000336,-0.000264,0.0007,0
1,3.3666e-06,3.6292e-09,-1.0215e-24,1,0.000339,-0.000261,0.0007,0
1,3.366e-06,3.3856e-09,-1.5369e-24,1,0.000342,-0.000258,0.0007,0
1,3.3655e-06,3.1366e-09,-1.3389e-24,1,0.000345,-0.000255,0.0007,0
1,3.3649e-06,2.8797e-09,-1.4903e-25,1,0.000348,-0.000252,0.0007,0
1,3.3644e-06,2.6144e-09,1.6649e-24,1,0.000351,-0.000249,0.0007,0
1,3.3639e-06,2.3421e-09,2.356e-24,1,0.000354,-0.000246,0.0007,0
1,3.3634e-06,2.0622e-09,1.3123e-24,1,0.000357,-0.000243,0.0007,0
1,3.363e-06,1.7714e-09,-2.4421e-25,1,0.00036,-0.00024,0.0007,0
1,3.3625e-06,1.4722e-09,-8.2015e-25,1,0.000363,-0.000237,0.0007,0
1,3.362e-06,1.1662e-09,-9.0283e-25,1,0.000366,-0.000234,0.0007,0
1,3.3615e-06,8.5425e-10,-6.8202e-25,1,0.000369,-0.000231,0.0007,0
1,3.361e-06,5.3597e-10,-5.1829e-26,1,0.000372,-0.000228,0.0007,0
1,3.3605e-06,2.1191e-10,1.0206e-24,1,0.000375,-0.000225,0.0007,0
1,3.3599e-06,-1.1635e-10,8.8093e-25,1,0.000378,-0.000222,0.0007,0
1,3.3593e-06,-4.4851e-10,-4.5091e-25,1,0.000381,-0.000219,0.0007,0
1,3.3587e-06,-7.845e-10,-2.2624e-24,1,0.000384,-0.000216,0.0007,0
1,3.358e-06,-1.125e-09,-2.3303e-24,1,0.000387,-0.000213,0.0007,0
1,3.3573e-06,-1.468e-09,-1.3347e-24,1,0.00039,-0.00021,0.0007,0
1,3.3565e-06,-1.8132e-09,-3.9226e-25,1,0.000393,-0.000207,0.0007,0
1,3.3556e-06,-2.1599e-09,-4.2555e-25,1,0.000396,-0.000204,0.0007,0
1,3.3546e-06,-2.5091e-09,-9.9618e-25,1,0.000399,-0.000201,0.0007,0
1,3.3535e-06,-2.8601e-09,5.7165e-25,1,0.000402,-0.000198,0.0007,0
1,3.3523e-06,-3.2118e-09,1.3525e-24,1,0.000405,-0.000195,0.0007,0
1,3.3509e-06,-3.5638e-09,5.7141e-25,1,0.000408,-0.000192,0.0007,0
1,3.3494e-06,-3.9158e-09,-1.4548e-24,1,0.000411,-0.000189,0.0007,0
1,3.3477e-06,-4.2699e-09,-1.2516e-24,1,0.000414,-0.000186,0.0007,0
1,3.3458e-06,-4.6226e-09,-5.5095e-25,1,0.000417,-0.000183,0.0007,0
1,3.3437e-06,-4.9743e-09,4.4393e-25,1,0.00042,-0.00018,0.0007,0
1,3.3414e-06,-5.3256e-09,9.6151e-25,1,0.000423,-0.000177,0.0007,0
1,3.3388e-06,-5.6774e-09,-1.3693e-25,1,0.000426,-0.000174,0.0007,0
1,3.3359e-06,-6.024e-09,-2.8788e-24,1,0.000429,-0.000171,0.0007,0
1,3.3327e-06,-6.363e-09,-1.706e-24,1,0.000432,-0.000168,0.0007,0
1,3.3291e-06,-6.6914e-09,1.8364e-25,1,0.000435,-0.000165,0.0007,0
1,3.3252e-06,-7.0109e-09,1.076e-24,1,0.000438,-0.000162,0.0007,0
1,3.3209e-06,-7.3247e-09,3.1604e-25,1,0.000441,-0.000159,0.0007,0
1,3.3161e-06,-7.6866e-09,-7.652e-24,1,0.000444,-0.000156,0.0007,0
1,3.3108e-06,-7.9636e-09,-1.0507e-23,1,0.000447,-0.000153,0.0007,0
1,3.305e-06,-8.2454e-09,-6.099e-24,1,0.00045,-0.00015,0.0007,0
1,3.2986e-06,-8.6088e-09,1.6441e-24,1,0.000453,-0.000147,0.0007,0
1,3.2917e-06,-8.911e-09,3.4009e-24,1,0.000456,-0.000144,0.0007,0
1,3.2839e-06,-9.3066e-09,-1.6284e-25,1,0.000459,-0.000141,0.0007,0
1,3.2753e-06,-9.6157e-09,-1.157e-24,1,0.000462,-0.000138,0.0007,0
1,3.266e-06,-9.8948e-09,-4.2234e-25,1,0.000465,-0.000135,0.0007,0
1,3.2559e-06,-1.018e-08,8.2241e-25,1,0.000468,-0.000132,0.0007,0
1,3.2448e-06,-1.048e-08,1.2704e-24,1,0.000471,-0.000129,0.0007,0
1,3.2328e-06,-1.0784e-08,5.8501e-25,1,0.000474,-0.000126,0.0007,0
1,3.2197e-06,-1.1078e-08,-3.3039e-25,1,0.000477,-0.000123,0.0007,0
1,3.2055e-06,-1.1382e-08,3.1171e-25,1,0.00048,-0.00012,0.0007,0
1,3.1898e-06,-1.1679e-08,3.2369e-25,1,0.000483,-0.000117,0.0007,0
1,3.1727e-06,-1.1984e-08,1.2448e-25,1,0.000486,-0.000114,0.0007,0
1,3.1542e-06,-1.2285e-08,-1.2239e-25,1,0.000489,-0.000111,0.0007,0
1,3.1342e-06,-1.2585e-08,-8.5837e-25,1,0.000492,-0.000108,0.0007,0
1,3.1125e-06,-1.2876e-08,-1.3469e-24,1,0.000495,-0.000105,0.0007,0
1,3.089e-06,-1.3127e-08,-3.4121e-25,1,0.000498,-0.000102,0.0007,0
1,3.0637e-06,-1.333e-08,9.4642e-25,1,0.000501,-9.9e-05,0.0007,0
1,3.0362e-06,-1.3515e-08,-1.0927e-25,1,0.000504,-9.6e-05,0.0007,0
1,3.0065e-06,-1.3673e-08,3.0041e-26,1,0.000507,-9.3e-05,0.0007,0
1,2.9744e-06,-1.3796e-08,3.1531e-25,1,0.00051,-9e-05,0.0007,0
1,2.9399e-06,-1.3955e-08,-2.4722e-25,1,0.000513,-8.7e-05,0.0007,0
1,2.9028e-06,-1.4052e-08,-5.2259e-25,1,0.000516,-8.4e-05,0.0007,0
1,2.8629e-06,-1.4169e-08,-3.6316e-25,1,0.000519,-8.1e-05,0.0007,0
1,2.8201e-06,-1.4249e-08,-5.3841e-25,1,0.000522,-7.8e-05,0.0007,0
1,2.7743e-06,-1.4315e-08,-7.2247e-25,1,0.000525,-7.5e-05,0.0007,0
1,2.7252e-06,-1.4373e-08,-1.7612e-25,1,0.000528,-7.2e-05,0.0007,0
1,2.6727e-06,-1.4387e-08,5.5169e-25,1,0.000531,-6.9e-05,0.0007,0
1,2.6166e-06,-1.4406e-08,4.1484e-25,1,0.000534,-6.6e-05,0.0007,0
1,2.5568e-06,-1.4367e-08,-7.8507e-25,1,0.000537,-6.3e-05,0.0007,0
1,2.4931e-06,-1.4328e-08,-1.8204e-24,1,0.00054,-6e-05,0.0007,0
1,2.4254e-06,-1.4233e-08,1.3746e-25,1,0.000543,-5.7e-05,0.0007,0
1,2.3535e-06,-1.4115e-08,5.222e-25,1,0.000546,-5.4e-05,0.0007,0
1,2.2773e-06,-1.3973e-08,-1.1099e-24,1,0.000549,-5.1e-05,0.0007,0
1,2.1968e-06,-1.3789e-08,-4.4119e-25,1,0.000552,-4.8e-05,0.0007,0
1,2.1118e-06,-1.3629e-08,-6.0023e-26,1,0.000555,-4.5e-05,0.0007,0
1,2.0224e-06,-1.3367e-08,-1.6367e-24,1,0.000558,-4.2e-05,0.0007,0
1,1.9284e-06,-1.3216e-08,-1.655e-24,1,0.000561,-3.9e-05,0.0007,0
1,1.8299e-06,-1.2922e-08,6.6514e-25,1,0.000564,-3.6e-05,0.0007,0
1,1.7272e-06,-1.2815e-08,7.4609e-25,1,0.000567,-3.3e-05,0.0007,0
1,1.6208e-06,-1.2434e-08,5.1177e-26,1,0.00057,-3e-05,0.0007,0
1,1.5101e-06,-1.2382e-08,-1.5488e-25,1,0.000573,-2.7e-05,0.0007,0
1,1.3954e-06,-1.1592e-08,-5.498e-25,1,0.000576,-2.4e-05,0.0007,0
1,1.2781e-06,-1.0769e-08,-1.2973e-25,1,0.000579,-2.1e-05,0.0007,0
1,1.1585e-06,-9.797e-09,3.7622e-25,1,0.000582,-1.8e-05,0.0007,0
1,1.0373e-06,-8.9058e-09,-1.4457e-25,1,0.000585,-1.5e-05,0.0007,0
1,9.152e-07,-8.0021e-09,-2.2192e-25,1,0.000588,-1.2e-05,0.0007,0
1,7.933e-07,-7.1468e-09,-2.7484e-25,1,0.000591,-9e-06,0.0007,0
1,6.7357e-07,-6.814e-09,-6.5434e-25,1,0.000594,-6e-06,0.0007,0
1,5.5709e-07,-6.0974e-09,-1.0362e-24,1,0.000597,-3e-06,0.0007,0
1,4.447e-07,-5.4825e-09,-1.428e-24,1,0.0006,0,0.0007,0
1,3.3919e-07,-4.8298e-09,-9.188e-25,1,0.000603,3e-06,0.0007,0
1,2.4304e-07,-4.1959e-09,-6.2466e-25,1,0.000606,6e-06,0.0007,0
1,1.5865e-07,-3.512e-09,-6.5404e-25,1,0.000609,9e-06,0.0007,0
1,8.8765e-08,-2.7472e-09,1.1674e-25,1,0.000612,1.2e-05,0.0007,0
1,3.7553e-08,-1.8794e-09,-5.4186e-26,1,0.000615,1.5e-05,0.0007,0
1.0001,8.6869e-09,-8.0459e-10,1.1055e-25,1,0.000618,1.8e-05,0.0007,0
nan,nan,nan,nan,0,0.000621,2.1e-05,0.0007,0
nan,nan,nan,nan,0,0.000624,2.4e-05,0.0007,0
nan,nan,nan,nan,0,0.000627,2.7e-05,0.0007,0
nan,nan,nan,nan,0,0.00063,3e-05,0.0007,0
nan,nan,nan,nan,0,0.000633,3.3e-05,0.0007,0
nan,nan,nan,nan,0,0.000636,3.6e-05,0.0007,0
nan,nan,nan,nan,0,0.000639,3.9e-05,0.0007,0
nan,nan,nan,nan,0,0.000642,4.2e-05,0.0007,0
nan,nan,nan,nan,0,0.000645,4.5e-05,0.0007,0
nan,nan,nan,nan,0,0.000648,4.8e-05,0.0007,0
nan,nan,nan,nan,0,0.000651,5.1e-05,0.0007,0
nan,nan,nan,nan,0,0.000654,5.4e-05,0.0007,0
nan,nan,nan,nan,0,0.000657,5.7e-05,0.0007,0
nan,nan,nan,nan,0,0.00066,6e-05,0.0007,0
nan,nan,nan,nan,0,0.000663,6.3e-05,0.0007,0
nan,nan,nan,nan,0,0.000666,6.6e-05,0.0007,0
nan,nan,nan,nan,0,0.000669,6.9e-05,0.0007,0
nan,nan,nan,nan,0,0.000672,7.2e-05,0.0007,0
nan,nan,nan,nan,0,0.000675,7.5e-05,0.0007,0
nan,nan,nan,nan,0,0.000678,7.8e-05,0.0007,0
nan,nan,nan,nan,0,0.000681,8.1e-05,0.0007,0
nan,nan,nan,nan,0,0.000684,8.4e-05,0.0007,0
nan,nan,nan,nan,0,0.000687,8.7e-05,0.0007,0
nan,nan,nan,nan,0,0.00069,9e-05,0.0007,0
nan,nan,nan,nan,0,0.000693,9.3e-05,0.0007,0
nan,nan,nan,nan,0,0.000696,9.6e-05,0.0007,0
nan,nan,nan,nan,0,0.000699,9.9e-05,0.0007,0
nan,nan,nan,nan,0,0.000702,0.000102,0.0007,0
nan,nan,nan,nan,0,0.000705,0.000105,0.0007,0
nan,nan,nan,nan,0,0.000708,0.000108,0.0007,0
nan,nan,nan,nan,0,0.000711,0.000111,0.0007,0
nan,nan,nan,nan,0,0.000714,0.000114,0.0007,0
nan,nan,nan,nan,0,0.000717,0.000117,0.0007,0
nan,nan,nan,nan,0,0.00072,0.00012,0.0007,0
nan,nan,nan,nan,0,0.000723,0.000123,0.0007,0
nan,nan,nan,nan,0,0.000726,0.000126,0.0007,0
nan,nan,nan,nan,0,0.000729,0.000129,0.0007,0
nan,nan,nan,nan,0,0.000732,0.000132,0.0007,0
nan,nan,nan,nan,0,0.000735,0.000135,0.0007,0
nan,nan,nan,nan,0,0.000738,0.000138,0.0007,0
nan,nan,nan,nan,0,0.000741,0.000141,0.0007,0
nan,nan,nan,nan,0,0.000744,0.000144,0.0007,0
nan,nan,nan,nan,0,0.000747,0.000147,0.0007,0
nan,nan,nan,nan,0,0.00075,0.00015,0.0007,0
nan,nan,nan,nan,0,0.000753,0.000153,0.0007,0
nan,nan,nan,nan,0,0.000756,0.000156,0.0007,0
nan,nan,nan,nan,0,0.000759,0.000159,0.0007,0
nan,nan,nan,nan,0,0.000762,0.000162,0.0007,0
nan,nan,nan,nan,0,0.000765,0.000165,0.0007,0
nan,nan,nan,nan,0,0.000768,0.000168,0.0007,0
nan,nan,nan,nan,0,0.000771,0.000171,0.0007,0
nan,nan,nan,nan,0,0.000774,0.000174,0.0007,0
nan,nan,nan,nan,0,0.000777,0.000177,0.0007,0
0.99989,8.6064e-10,-5.3175e-10,2.3588e-26,1,0.00078,0.00018,0.0007,0
0.99996,1.402e-07,-5.8119e-09,1.0685e-24,1,0.000783,0.000183,0.0007,0
1,4.6206e-07,1.797e-08,-1.4529e-23,1,0.000786,0.000186,0.0007,0
1.0001,8.9446e-07,2.6463e-08,-4.4799e-24,1,0.000789,0.000189,0.0007,0
1.0001,1.4267e-06,2.362e-08,9.0213e-24,1,0.000792,0.000192,0.0007,0
1,2.023e-06,1.3534e-08,-4.8063e-24,1,0.000795,0.000195,0.0007,0
1,2.701e-06,2.4164e-08,2.0257e-23,1,0.000798,0.000198,0.0007,0
1.0001,3.4026e-06,2.3419e-08,2.3575e-24,1,0.000801,0.000201,0.0007,0
1.0002,4.1238e-06,1.8831e-08,-1.1665e-23,1,0.000804,0.000204,0.0007,0
1.0001,4.8638e-06,1.4281e-08,-1.3904e-23,1,0.000807,0.000207,0.0007,0
1.0002,5.6115e-06,1.0557e-09,-3.0718e-24,1,0.00081,0.00021,0.0007,0
1.0001,6.3654e-06,4.3847e-09,3.2335e-24,1,0.000813,0.000213,0.0007,0
1.0001,7.114e-06,8.0614e-09,1.6348e-23,1,0.000816,0.000216,0.0007,0
1.0002,7.8725e-06,1.1442e-08,4.0723e-24,1,0.000819,0.000219,0.0007,0
1.0002,8.6237e-06,6.2503e-09,8.3789e-24,1,0.000822,0.000222,0.0007,0
1.0002,9.3627e-06,1.4076e-08,1.3286e-23,1,0.000825,0.000225,0.0007,0
1.0001,1.0099e-05,2.2007e-08,1.582e-23,1,0.000828,0.000228,0.0007,0
1.0002,1.0835e-05,1.165e-08,8.8322e-24,1,0.000831,0.000231,0.0007,0
1.0003,1.1575e-05,4.2878e-09,-5.4309e-24,1,0.000834,0.000234,0.0007,0
1.0002,1.2296e-05,5.9295e-09,-1.6422e-23,1,0.000837,0.000237,0.0007,0
1.0001,1.3032e-05,1.3771e-08,9.0109e-24,1,0.00084,0.00024,0.0007,0
1.0002,1.3761e-05,1.6072e-08,1.1224e-23,1,0.000843,0.000243,0.0007,0
1.0001,1.4535e-05,1.4509e-08,2.4052e-24,1,0.000846,0.000246,0.0007,0
1.0001,1.526e-05,1.618e-08,-7.1602e-25,1,0.000849,0.000249,0.0007,0
1.0001,1.6024e-05,1.5732e-08,3.6197e-24,1,0.000852,0.000252,0.0007,0
1.0002,1.6804e-05,1.6375e-08,1.0261e-23,1,0.000855,0.000255,0.0007,0
1.0001,1.7568e-05,1.4646e-08,3.5014e-24,1,0.000858,0.000258,0.0007,0
1.0002,1.842e-05,2.7628e-08,-2.4938e-24,1,0.000861,0.000261,0.0007,0
1,1.9198e-05,7.8671e-10,2.8189e-24,1,0.000864,0.000264,0.0007,0
1,1.9924e-05,-4.1887e-09,8.992e-24,1,0.000867,0.000267,0.0007,0
0.99999,2.0656e-05,6.7782e-10,2.9343e-24,1,0.00087,0.00027,0.0007,0
0.99993,2.1442e-05,7.009e-10,-4.1685e-24,1,0.000873,0.000273,0.0007,0
0.99985,2.222e-05,-1.2096e-08,-5.6256e-24,1,0.000876,0.000276,0.0007,0
0.99992,2.2827e-05,-1.7503e-08,5.9932e-25,1,0.000879,0.000279,0.0007,0
0.9999,2.3414e-05,-2.327e-09,1.1692e-24,1,0.000882,0.000282,0.0007,0
1,2.4038e-05,-7.4937e-09,9.3442e-25,1,0.000885,0.000285,0.0007,0
0.99984,2.4551e-05,-2.2875e-08,5.1077e-25,1,0.000888,0.000288,0.0007,0
0.99982,2.4974e-05,-2.9505e-08,-6.5773e-26,1,0.000891,0.000291,0.0007,0
1.0001,2.53e-05,-2.2738e-08,-5.8339e-26,1,0.000894,0.000294,0.0007,0
1.0001,2.5512e-05,-1.887e-08,6.0205e-25,1,0.000897,0.000297,0.0007,0
1.0001,2.558e-05,-1.6302e-08,3.1927e-25,1,0.0009,0.0003,0.0007,0
1,2.5503e-05,-1.8187e-08,-1.0498e-24,1,0.000903,0.000303,0.0007,0
0.99981,2.5293e-05,-2.1909e-08,-1.6029e-24,1,0.000906,0.000306,0.0007,0
0.99997,2.4968e-05,-2.8864e-08,3.339e-24,1,0.000909,0.000309,0.0007,0
1.0002,2.455e-05,-2.2604e-08,3.3661e-24,1,0.000912,0.000312,0.0007,0
0.99998,2.4038e-05,-7.6636e-09,5.4251e-25,1,0.000915,0.000315,0.0007,0
1,2.3414e-05,-2.7694e-09,3.6132e-24,1,0.000918,0.000318,0.0007,0
1.0001,2.2829e-05,-1.8041e-08,5.9548e-24,1,0.000921,0.000321,0.0007,0
1.0002,2.2223e-05,-1.2003e-08,-8.8347e-25,1,0.000924,0.000324,0.0007,0
1.0001,2.1441e-05,1.0487e-09,-1.4079e-24,1,0.000927,0.000327,0.0007,0
0.99987,2.0656e-05,1.2304e-09,3.439e-24,1,0.00093,0.00033,0.0007,0
